ruc	razon_social	tipo_empresa	estado_sunat	condicion_sunat	departamento	provincia	distrito	telefono	email	codigo_registro	fecha_consulta
20600146689	COOPERATIVA AGRARIA DE SERVICIOS AGRICOLAS TAMBOPATA CANDAMO	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	MADRE DE DIOS	TAMBOPATA	TAMBOPATA	082793407	CONTABILIDAD@COOPTAMBOPATA.COM	S1788214	2026-09-20T01:43:21.108Z
20600200756	COOPERATIVA AGRARIA CAFETALERA MONTAÑA AZUL LTDA. - COOPACMA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AMAZONAS	UTCUBAMBA	LONYA GRANDE	968078951	cajacoopacma@gmail.com	S2472997	2026-09-20T01:43:21.108Z
20600370619	COOPERATIVA AGRARIA ALTO ANDINA CHUGAY	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	LA LIBERTAD	SANCHEZ CARRION	CHUGAY			S1200414	2026-09-20T01:43:21.108Z
20600382064	COOPERATIVA AGRARIA ECOLOGICA AGROINDUSTRIAL DE CURIMANA LTDA.	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	UCAYALI	PADRE ABAD	CURIMANA	982110324	saraidavila271101@gmail.com	S1787788	2026-09-20T01:43:21.108Z
20600390911	COOPERATIVA AGRARIA DE CACAO AROMATICO COLPA DE LOROS	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	UCAYALI	PADRE ABAD	NESHUYA			S2589735	2026-09-20T01:43:21.108Z
20600558715	COOPERATIVA AGRARIA KIWICHA WAYI LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	ANCASH	HUAYLAS	CARAZ			S1056733	2026-09-20T01:43:21.108Z
20600588851	ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL VALLE DE VISTA ALEGRE - PARIAHUANCA	ASOCIACION	SUSPENSION TEMPORAL	HABIDO	JUNIN	HUANCAYO	PARIAHUANCA	994832096	agroinversol@hotmail.com	S1496917	2026-09-20T01:43:21.108Z
20600668430	COOPERATIVA AGRARIA DEL CENTRO POBLADO DE BELLA BAJO MONZON	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	HUANUCO	LEONCIO PRADO	MARIANO DAMASO BERAUN	991235028	jeansalas91@hotmail.com	S1203969	2026-09-20T01:43:21.108Z
20600675487	ASOCIACION DE PRODUCTORES AGROPECUARIOS Y FORESTALES NUEVA URBANIZACION DE HUALLATA	ASOCIACION	ACTIVO	HABIDO	AYACUCHO	CANGALLO	LOS MOROCHUCOS	999659383	parhuana066@gmail.com	B0708007	2026-09-20T01:43:21.108Z
20600682386	ASOCIACION DE PRODUCTORES AGROPECUARIOS VALLE VERDE DE RODRIGUEZ DE MENDOZA	ASOCIACION	ACTIVO	HABIDO	AMAZONAS	RODRIGUEZ DE MENDOZA	SAN NICOLAS	941941869	valleverde_mendoza@yahoo.es	S2149859	2026-09-20T01:43:21.108Z
20600690184	EMPRESA AGROINDUSTRIAL Y SERVICIOS GENERALES EL PARAISO S.A.	SOCIEDAD ANONIMA	ACTIVO	HABIDO	AREQUIPA	CAYLLOMA	MAJES			S2597747	2026-09-20T01:43:21.108Z
20600717244	COOPERATIVA AGRARIA RENACER ANDINO	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	CAJAMARCA	SANTA CRUZ	PULAN			S1145903	2026-09-20T01:43:21.108Z
20600717902	COOPERATIVA AGRARIA AGROPIA LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	JUNIN	HUANCAYO	SAPALLANGA	954001193	administracion@agropiaperu.com	S1455617	2026-09-20T01:43:21.108Z
20600720733	COOPERATIVA AGRARIA VALLE DEL MONZON CAV MONZON	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	HUANUCO	HUAMALIES	MONZON			S1256803	2026-09-20T01:43:21.108Z
20600796683	ASOCIACION DE PRODUCTORES DE CACAO SAN FRANCISCO MADRE DE DIOS	ASOCIACION	ACTIVO	HABIDO	MADRE DE DIOS	TAMBOPATA	TAMBOPATA	944505687	cacaoterossanfrancisco@gmail.com	S1090780	2026-09-20T01:43:21.108Z
20600801661	COPAISEG SAN ROMAN LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PUNO	SAN ROMAN	CABANA	051330952	copaisegsanroman@gmail.com	S1395242	2026-09-20T01:43:21.108Z
20600838947	PRODUCTOS LACTEOS AREQUIPA S.A.	SOCIEDAD ANONIMA	ACTIVO	HABIDO	AREQUIPA	CAYLLOMA	MAJES	967722485	plantaqueseraaspam@gmail.com	S1983841	2026-09-20T01:43:21.108Z
20600874919	COOPERATIVA AGRARIA DE LA INTER OCEANICA LIMITADA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	MADRE DE DIOS	TAMBOPATA	LAS PIEDRAS			S1474282	2026-09-20T01:43:21.108Z
20600920597	COOPERATIVA AGRARIA YURAQ YAKU - CAG YURAQ YAKU	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AYACUCHO	LA MAR	ANCHIHUAY	984979705	denissapardo@gmail.coM	S1690158	2026-09-20T01:43:21.108Z
20601006368	COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES SUR ANDINO - COOPSUR	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	APURIMAC	ANDAHUAYLAS	SAN JERONIMO	965888797	eduardicidio99@gmail.com	S1281063	2026-09-20T01:43:21.108Z
20601041830	ASOCIACION DE MUJERES PRODUCTORAS DE FLOR BLANCA	ASOCIACION	ACTIVO	HABIDO	HUANCAVELICA	ACOBAMBA	ROSARIO	950571212	asociacionflorblanca@hotmail.com	S1582817	2026-09-20T01:43:21.108Z
20601125715	COOPERATIVA AGRARIA ECOLOGICA MARKAHUAMACHUCO	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	LA LIBERTAD	SANCHEZ CARRION	HUAMACHUCO			S3106112	2026-09-20T01:43:21.108Z
20601154499	GRUPO ORO MUNDO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - GRUP. OROMUN S.R.L.	SOC.COM.RESPONS. LTDA	ACTIVO	HABIDO	TACNA	TARATA	ESTIQUE			S1573759	2026-09-20T01:43:21.108Z
20601568510	ASOCIACION DE CRIADORES DE ALPACAS, LLAMAS Y VICUÑAS NEVADOS COJATA	ASOCIACION	BAJA DE OFICIO	HABIDO	PUNO	HUANCANE	COJATA			S1928683	2026-09-20T01:43:21.108Z
20601590621	COOPERATIVA AGRARIA DE PRODUCTORES LOS MOROCHUCOS - CANGALLO	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AYACUCHO	CANGALLO	LOS MOROCHUCOS	930323827	coop.agrariamorochucos@gmail.com	S1229975	2026-09-20T01:43:21.108Z
20601812151	"ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS EMPRENDEDORES DEL NORTE"	ASOCIACION	BAJA DE OFICIO	HABIDO	CAJAMARCA	CUTERVO	CUTERVO	970071784	vega2018joel@hotmail.com	S1224499	2026-09-20T01:43:21.108Z
20601939402	COOPERATIVA AGRARIA ASHANINKA KEMITO SANKORI LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	JUNIN	SATIPO	SATIPO	985103448	cackemitosankori@gmail.com	S1652541	2026-09-20T01:43:21.108Z
20601958911	COOPERATIVA AGRARIA CAFETALERA LAGUNA DE LOS CÓNDORES	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AMAZONAS	LUYA	LUYA	948700173	GERENCIA@COOPLDC.ORG	S2514803	2026-09-20T01:43:21.108Z
20602047025	ASOCIACION DE MUJERES CHOCOLATERAS CHOCOLATE CORAZON DE NOLBERTH ALTO URUYA	ASOCIACION	ACTIVO	HABIDO	UCAYALI	PADRE ABAD	NESHUYA	972465874	CHOCOALTOURUYA@GMAIL.COM	S2500328	2026-09-20T01:43:21.108Z
20602054480	COOPERATIVA AGRARIA ECOLOGICA DE MUJERES CAFETALERAS VILLA RICA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PASCO	OXAPAMPA	VILLA RICA	940159344	CAEMCAVIR2024@HOTMAIL.COM	S2522474	2026-09-20T01:43:21.108Z
20602161081	APROVAPERU	ASOCIACION	BAJA DE OFICIO	HABIDO	JUNIN	CHANCHAMAYO	PERENE	988602968	APROVAPERU@GMAIL.COM	S1449316	2026-09-20T01:43:21.108Z
20602227244	ASOCIACION DE MANEJO DE BOSQUES NATURALES ESPERANZA	ASOCIACION	ACTIVO	HABIDO	LORETO	LORETO	PARINARI	942948488	floresimonemilton@gmail.com	S1156252	2026-09-20T01:43:21.108Z
20602459960	NEGOCIOS E INVERSIONES HIROMI & HECTOR S.A.C.	SOCIEDAD ANONIMA CERRADA	BAJA DE OFICIO	HABIDO	SAN MARTIN	SAN MARTIN	TARAPOTO	9672816988	danilo_20cm@hotmail.com	S1223206	2026-09-20T01:43:21.108Z
20602526365	COOPERATIVA AGRARIA DE PRODUCTORES ORGÁNICOS DE PALTA DEL VALLE LAMBRAS VRAEM-COPPAL VRAEM	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	HUANCAVELICA	TAYACAJA	HUACHOCOLPA	944702538	Coppalvalle@gmail.com	S1582111	2026-09-20T01:43:21.108Z
20602770860	ASOCIACION DE PRODUCTORES DE ARROZ DEL VALLE DEL SHANUSI	ASOCIACION	ACTIVO	HABIDO	LORETO	ALTO AMAZONAS	YURIMAGUAS	952903614	cherylrocio.9294@gmail.com	B0779828	2026-09-20T01:43:21.108Z
20603320621	COOPERATIVA AGRARIA CAFETALERA ALTA MONTAÑA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AMAZONAS	RODRIGUEZ DE MENDOZA	HUAMBO	949791984	lrh0495@gmail.com	S2664558	2026-09-20T01:43:21.108Z
20603557825	COOPERATIVA AGRARIA KAFFEE SATIPO	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	JUNIN	SATIPO	SATIPO			B1400555	2026-09-20T01:43:21.108Z
20603587627	ASOCIACION PARA LA CONSERVACION Y PRESERVACION DE LA BIODIVERSIDAD CHAUCA	ASOCIACION	ACTIVO	HABIDO	UCAYALI	CORONEL PORTILLO	MANANTAY	993291964	ANTONYCHAUCACASTRO333@GMAIL.COM	S1308516	2026-09-20T01:43:21.108Z
20604151954	COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES SUR ORIENTE - COOPSSUR ORIENTE	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	MADRE DE DIOS	TAMBOPATA	TAMBOPATA	082503628	administracion@coopssur.com.pe	S1475799	2026-09-20T01:43:21.108Z
20604419175	ASOCIACION DE PRODUCTORES AGROPECUARIOS ECOLOGICOS DE LAS ZONAS ALTO ANDINAS DE JUNIN	ASOCIACION	BAJA DE OFICIO	HABIDO	JUNIN	HUANCAYO	INGENIO			S1579361	2026-09-20T01:43:21.108Z
20604583081	ASOCIACION AGROINDUSTRIAL COMUNIDADES UNIDAS DEL NAPO	ASOCIACION	BAJA DE OFICIO	HABIDO	LORETO	MAYNAS	MAZAN	928394428	angelo_hr@hotmail.com	S2422961	2026-09-20T01:43:21.108Z
20604755230	COOPERATIVA AGRARIA ANDINA DE SANTA CRUZ LTDA.	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	ANCASH	HUAYLAS	SANTA CRUZ	935852386	coaandinasantacruz@gmail.com	S3013721	2026-09-20T01:43:21.108Z
20605357122	COOPERATIVA DE PRODUCCION Y SERVICIOS ESPECIALES DE LOS PRODUCTORES DE CUYES DE HUANTA-COOPROCUY HUA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AYACUCHO	HUANTA	IGUAIN			B0917062	2026-09-20T01:43:21.108Z
20606214082	COOPERATIVA AGRARIA QORI QUINUA TARACO LTDA	COOPERATIVAS, SAIS, CAPS	SUSPENSION TEMPORAL	HABIDO	PUNO	HUANCANE	TARACO			S1653300	2026-09-20T01:43:21.108Z
20606538465	ASOCIACION LAS TUYAS DE CARAMPA	ASOCIACION	BAJA DE OFICIO	HABIDO	HUANCAVELICA	TAYACAJA	PAZOS	954 100 216	arauconz@gmail.com	S2655826	2026-09-20T01:43:21.108Z
20606701846	ASOCIACION ALPACAS Y LLAMAS REGISTRADAS DE PAQUENTA	ASOCIACION	ACTIVO	HABIDO	AREQUIPA	CAYLLOMA	TISCO	942424876	condorinoaalipio@gmail.com	S1700164	2026-09-20T01:43:21.108Z
20606942762	COOPERATIVA AGRARIA COOPSAA LTDA.	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	SAN MARTIN	BELLAVISTA	BELLAVISTA	990149930	coop.arroselva@gmail.com	S2228480	2026-09-20T01:43:21.108Z
20607331104	ASOCIACION DE PRODUCTORES AGROPECUARIOS ECOLOGICOS CRUZ DE PLATA TUTI-COLCA - AGROECOTUTI - COLCA	ASOCIACION	BAJA DE OFICIO	HABIDO	AREQUIPA	CAYLLOMA	TUTI			S2342173	2026-09-20T01:43:21.108Z
20607536016	COOPERATIVA AGRARIA COOPAGRO LTDA - COOPERATIVA COOPAGRO	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	CAJAMARCA	JAEN	JAEN	953612634	gerencia@coopagroperu.com	S2562947	2026-09-20T01:43:21.108Z
20609948044	COOPERATIVA AGRARIA DE FRUTICULTORES DE SANDIA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PUNO	SANDIA	SANDIA			S2200147	2026-09-20T01:43:21.108Z
20611254068	COOPERATIVA AGRARIA WARMI TARPUY	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	APURIMAC	ANDAHUAYLAS	SAN JERONIMO	987901580	cooperativawarmitarpuy@gmail.com	S3078027	2026-09-20T01:43:21.108Z
20611531088	ASOCIACION DE AGRICULTORES INNOVADORES DE ANCASH, EDIFLOR	ASOCIACION	ACTIVO	HABIDO	ANCASH	SANTA	CHIMBOTE			S3118380	2026-09-20T01:43:21.108Z
20611935243	COOPERATIVA AGRARIA ECOLOGICA CANIARI AMAZONICA CAECAM	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	UCAYALI	PADRE ABAD	ALEXANDER VON HUMBOLDT	969074926	caecam.ucayali@gmail.com	S2942652	2026-09-20T01:43:21.108Z
