ruc,razon_social,tipo_empresa,estado_sunat,condicion_sunat,departamento,provincia,distrito,telefono,email,codigo_registro,fecha_consulta
20490415603,EJECUTOR DE CONTRATO DE ADMINISTRACION DE LA RESERVA COMUNAL AMARAKAERI - ECA AMARAKAERI,ASOCIACION,ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,082502509,administracion@amarakaeri.org,S1845854,2026-09-20T01:43:21.108Z
20490594265,ASOCIACION DE PRODUCTORES AGROPECUARIOS ORGANICOS VALLE PAMPAS - APAOVAP,ASOCIACION,BAJA DE OFICIO,HABIDO,APURIMAC,CHINCHEROS,HUACCANA,,,,2026-09-20T01:43:21.108Z
20490672835,ASOCIACION DE PRODUCTORES FLOR DE PAPA DE CHULLCUISA ALTA - ASOCIACION FLOR DE PAPA,ASOCIACION,BAJA DE OFICIO,HABIDO,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,,,,2026-09-20T01:43:21.108Z
20490726196,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS VALLESITO - CHAHUARES,ASOCIACION,ACTIVO,HABIDO,CUSCO,LA CONVENCION,ECHARATE,,,,2026-09-20T01:43:21.108Z
20490790447,COOPERATIVA SERVICIOS ESPECIALES DE LAS COMUNIDADES CAMPESINAS DE CHUMBIVILCAS LTDA - COOSE - CCCH,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,NO HABIDO,CUSCO,CHUMBIVILCAS,SANTO TOMAS,9663427779,aleva_1919@hotmail.com,S0657971,2026-09-20T01:43:21.108Z
20490810146,COOPERATIVA AGRARIA MACHUPICCHU LTDA - CAGMA LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,,,S2020690,2026-09-20T01:43:21.108Z
20490822071,ASOCIACION DE MODULOS DE MEJORAMIENTO GENETICO DE CAMELIDOS SUDAMERICANOS DE CONDOROMA,ASOCIACION,BAJA DE OFICIO,HABIDO,CUSCO,ESPINAR,CONDOROMA,,,,2026-09-20T01:43:21.108Z
20490989871,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS TUPAC AMARU - TUNGASUCA,ASOCIACION,ACTIVO,HABIDO,CUSCO,CANAS,TUPAC AMARU,,,S1580037,2026-09-20T01:43:21.108Z
20491050960,COOPERATIVA AGRARIA INDUSTRIAL DEL VALLE SAGRADO AGROVAS LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CUSCO,CALCA,CALCA,084-224772,AGROVAS.CUSCO@GMAIL.COM,S1245571,2026-09-20T01:43:21.108Z
20491086727,ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS Y FORESTALES ORGANICOS ITAHUANIA - MANU,ASOCIACION,BAJA DE OFICIO,HABIDO,MADRE DE DIOS,MANU,MANU,082830674,fortunatoqg1960@hotmail.com,S0963860,2026-09-20T01:43:21.108Z
20491149664,ASOCIACION DE PRODUCTORES VIRGEN DE CONCEPCION - APVC,ASOCIACION,ACTIVO,HABIDO,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,,,,2026-09-20T01:43:21.108Z
20491164469,ASOCIACION DE PRODUCTORES AGROPECUARIOS SUMACC INTI DE HUANCABAMBA - APASIHA,ASOCIACION,ACTIVO,HABIDO,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,,,,2026-09-20T01:43:21.108Z
20491172135,ASOCIACION DE PRODUCTORES DE ALPACAS TAMBOINCA,ASOCIACION,BAJA DE OFICIO,HABIDO,APURIMAC,ABANCAY,ABANCAY,,,,2026-09-20T01:43:21.108Z
20491199769,ASOCIACION DE FRUTICULTORES DE LA MICROCUENCA DE ONGOY LOS AYNIS - AFRUMCO,ASOCIACION,BAJA DE OFICIO,HABIDO,APURIMAC,CHINCHEROS,ONGOY,,,,2026-09-20T01:43:21.108Z
20491204436,COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES TESORO CHANKA DE KISHUARA - COOPAGROS - KISHUARA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,APURIMAC,ANDAHUAYLAS,KISHUARA,961613060,asotol25@hotmail.com,S1188764,2026-09-20T01:43:21.108Z
20491248646,ASOCIACION DE PRODUCTORES AGROPECUARIOS QUISAGUI - RIO BLANCO,ASOCIACION,BAJA DE OFICIO,HABIDO,APURIMAC,CHINCHEROS,HUACCANA,,,,2026-09-20T01:43:21.108Z
20491717221,DERIVADOS LACTEOS BARRETO S.R.L.,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,LIMA,LIMA,LOS OLIVOS,,,,2026-09-20T01:43:21.108Z
20493934822,COOPERATIVA AGRARIA NUEVO AMANECER LTDA.,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,SAN MARTIN,LAMAS,BARRANQUITA,,,,2026-09-20T01:43:21.108Z
20493959574,COOPERATIVA AGRARIA DE SERVICIOS MUJERES TECNOLOGAS CACAOTERAS DE LA PROVINCIA DE HUALLAGA LTDA,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,SAN MARTIN,HUALLAGA,SAPOSOA,996803584,warmitech@hotmail.com,S0653742,2026-09-20T01:43:21.108Z
20494126819,ASOCIACION DE PRODUCTORES AGROPECUARIOS RIO MAYO SHANAO,ASOCIACION,ACTIVO,HABIDO,SAN MARTIN,LAMAS,SHANAO,,,S3031206,2026-09-20T01:43:21.108Z
20494145791,ASOCIACION ECOLOGICA Y DE PRODUCTORES AGROPECUARIOS SAN JOSE OBRERO,ASOCIACION,ACTIVO,HABIDO,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,,,,2026-09-20T01:43:21.108Z
20494699690,ASOCIACION DE PRODUCTORES DE CACAO ECOLOGICO DE KIMBIRI - APROCEK,ASOCIACION,ACTIVO,HABIDO,CUSCO,LA CONVENCION,KIMBIRI,959149529,aprocekvraem@gmail.com,S2687914,2026-09-20T01:43:21.108Z
20494923832,ASOCIACION NUEVA ESPERANZA ALLPACHACA,ASOCIACION,BAJA DE OFICIO,HABIDO,AYACUCHO,HUAMANGA,CHIARA,,,,2026-09-20T01:43:21.108Z
20494939160,ASOCIACION DE PRODUCTORES AGRICOLAS Y GANADEROS INTI RAYMI,ASOCIACION,BAJA DE OFICIO,HABIDO,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,066313966,chernestor@hotmail.com,S0753920,2026-09-20T01:43:21.108Z
20495177697,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE CAMAYOC,ASOCIACION,ACTIVO,HABIDO,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,,,,2026-09-20T01:43:21.108Z
20517247805,COORDINADORA NACIONAL DE PRODUCTORES DE PAPA DEL PERU- CORPAPA,ASOCIACION,BAJA DE OFICIO,HABIDO,LIMA,LIMA,LIMA,,,,2026-09-20T01:43:21.108Z
20520081152,ASOCIACION DE PRODUCTORES AGRARIOS DE SUSAPAYA,ASOCIACION,BAJA DE OFICIO,HABIDO,TACNA,TACNA,ALTO DE LA ALIANZA,,,,2026-09-20T01:43:21.108Z
20520081233,ASOCIACION DE VITIVINICULTORES DE MOQUEGUA 'AVIMO',ASOCIACION,BAJA DE OFICIO,NO HABIDO,MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,955614934,ineyp@yahoo.com,B1310119,2026-09-20T01:43:21.108Z
20521131218,ASOCIACION DE PRODUCTORES DE TUNA Y COCHINILLA-APROTYC,ASOCIACION,BAJA DE OFICIO,HABIDO,LIMA,LIMA,SAN MARTIN DE PORRES,,,,2026-09-20T01:43:21.108Z
20525839690,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE LA PROVINCIA DE MORROPON,ASOCIACION,ACTIVO,HABIDO,PIURA,MORROPON,MORROPON,360286,aspromor.org@gmail.com,S0797321,2026-09-20T01:43:21.108Z
20525955843,COOPERATIVA AGRARIA ECOLÓGICA Y SOLIDARIA PIURA - CAES PIURA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PIURA,PIURA,PIURA,,,,2026-09-20T01:43:21.108Z
20525969551,"COOPERATIVA AGRARIA DE PRODUCTORES DE BANANO, CACAO ORGANICO Y OTROS CULTIVOS AGRARIOS LTDA","COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PIURA,MORROPON,BUENOS AIRES,,,,2026-09-20T01:43:21.108Z
20526179367,COOPERATIVA AGRARIA DE USUARIOS ASPRAOSRA LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PIURA,MORROPON,BUENOS AIRES,969275454,ASPRAOSRA@GMAIL.COM,B0969989,2026-09-20T01:43:21.108Z
20526514689,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES E INDUSTRIALES SAN FRANCISCO DE LOMA LARGA,ASOCIACION,BAJA DE OFICIO,HABIDO,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,,,,2026-09-20T01:43:21.108Z
20526888686,CENTRAL DE COMUNIDADES CAMPESINAS DE RANRACANCHA,ASOCIACION,SUSPENSION TEMPORAL,HABIDO,APURIMAC,CHINCHEROS,RANRACANCHA,941872477,JAANCONSULTORES2013@hotmail.com,B0005012,2026-09-20T01:43:21.108Z
20527491232,RECOLECTORES ORGANICOS DE LA NUEZ AMAZONICA DEL PERU,ASOCIACION,ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,,,,2026-09-20T01:43:21.108Z
20527492638,COMUNIDAD NATIVA SHIPETIARI,"COMUNIDAD CAMPESINA, NATIVA",ACTIVO,HABIDO,MADRE DE DIOS,MANU,MANU,972828349,mateo1augusto@hotmail.com,S1261443,2026-09-20T01:43:21.108Z
20527504741,ASOCIACION DE AGRICULTORES DE QQUEROHUASI,ASOCIACION,BAJA DE OFICIO,HABIDO,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,,,,2026-09-20T01:43:21.108Z
20527565376,COOPERATIVA AGRARIA CAFETALERA VALLE DE INCAHUASI,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,,,,2026-09-20T01:43:21.108Z
20527622434,ASOCIACION DE PRODUCTORES LACTEOS DE CUATRO LAGUNAS POMACANCHI,ASOCIACION,ACTIVO,HABIDO,CUSCO,ACOMAYO,POMACANCHI,930475649,aprolap123@hotmail.com,S0531649,2026-09-20T01:43:21.108Z
20527644675,ASOCIACION DE PALMICULTORES SAN JUAN,ASOCIACION,ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,,,,2026-09-20T01:43:21.108Z
20527890285,ASOCIACION DE FRUTICULTORES DEL VALLE PAMPAS- AFRUVAP,ASOCIACION,BAJA DE OFICIO,HABIDO,APURIMAC,CHINCHEROS,CHINCHEROS,,,,2026-09-20T01:43:21.108Z
20528270434,ASOCIACION DE PRODUCTORES DE CAMU CAMU DE LAS CUENCAS AMAZONAS NAPO Y TIGRE,ASOCIACION,BAJA DE OFICIO,NO HABIDO,LORETO,MAYNAS,PUNCHANA,505205,,S0523366,2026-09-20T01:43:21.108Z
20528396535,ASOCIACION DE PRODUCTORES Y MANEJO DE AGUAJE,ASOCIACION,ACTIVO,HABIDO,LORETO,DATEM DEL MARAÑON,PASTAZA,,,,2026-09-20T01:43:21.108Z
20528996214,COOPERATIVA AGRARIA CAFETALERA MILAGROS - MONZON,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,HUANUCO,HUAMALIES,MONZON,,,,2026-09-20T01:43:21.108Z
20529088176,"PRODUCTORES ASOCIADOS DE PAPA AMARILLA TUMBAY ""PAPATY""",ASOCIACION,ACTIVO,HABIDO,HUANUCO,AMBO,TOMAY KICHWA,,,,2026-09-20T01:43:21.108Z
20529095971,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVA ALTERNATIVA PRODUCTIVA Y PROTECCION AMBIENTAL,ASOCIACION,ACTIVO,HABIDO,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,990664858,apronappa@hotmail.com,S1016692,2026-09-20T01:43:21.108Z
20529126523,ASOCIACION DE PRODUCTORES AGROPECUARIOS PARAISO DE HORTENSIAS,ASOCIACION,BAJA DE OFICIO,HABIDO,HUANUCO,HUANUCO,CHINCHAO,,,,2026-09-20T01:43:21.108Z
20529538988,COOPERATIVA DE SERVICIOS ESPECIALES REDES DE PRODUCTORES DE CUYES DEL CRISNEJAS,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CAJAMARCA,CAJABAMBA,CONDEBAMBA,976036480,coopredescuysms@gmail.com,S1303675,2026-09-20T01:43:21.108Z
20529801433,OPA MARAY-ULLMA SAN LORENZO,ASOCIACION,BAJA DE OFICIO,HABIDO,PIURA,HUANCABAMBA,LALAQUIZ,,,,2026-09-20T01:43:21.108Z
20529822350,OPA PAPAYO - LA LAGUNA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,PIURA,HUANCABAMBA,LALAQUIZ,,,,2026-09-20T01:43:21.108Z
20531405723,COOPERATIVA DE SERVICIOS MULTIPLES ADISA NARANJOS,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,SAN MARTIN,RIOJA,PARDO MIGUEL,971191200,coop.adisa@gmail.com,S0203748,2026-09-20T01:43:21.108Z
20531441797,COOPERATIVA AGRARIA ALLIMA CACAO LTDA.,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,SAN MARTIN,SAN MARTIN,CHAZUTA,987055246,allimacacao@gmail.com,S2586900,2026-09-20T01:43:21.108Z
20532561397,COMUNIDAD CAMPESINA SAN LORENZO DE CHOJATA,"COMUNIDAD CAMPESINA, NATIVA",ACTIVO,HABIDO,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,053838008,MAALDONADO_RCT@HOTMAIL.COM,S0575341,2026-09-20T01:43:21.108Z
20532737932,COMUNIDAD CAMPESINA DE ARUNTAYA,"COMUNIDAD CAMPESINA, NATIVA",ACTIVO,HABIDO,MOQUEGUA,MARISCAL NIETO,CARUMAS,,,S1682833,2026-09-20T01:43:21.108Z
20532800561,ASOCIACION DE FRUTICULTORES Y AGROINDUSTRIALES DEL VALLE CINTO LOCUMBA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,TACNA,JORGE BASADRE,LOCUMBA,,,,2026-09-20T01:43:21.108Z
20532978204,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES CORAGUAYA,ASOCIACION,BAJA DE OFICIO,HABIDO,TACNA,JORGE BASADRE,ILABAYA,,,,2026-09-20T01:43:21.108Z
20533006346,ASOCIACION DE PRODUCTORES DE OREGANO MURALLA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,TACNA,CANDARAVE,HUANUARA,,,,2026-09-20T01:43:21.108Z
20533263233,ASOCIACION EMPRENDEDOR DE LOS ANDES,ASOCIACION,BAJA DE OFICIO,HABIDO,TACNA,TARATA,ESTIQUE,,,,2026-09-20T01:43:21.108Z
20533718176,ASOCIACION PRODUCTORES AGROPECUARIOS SANTA ROSA DE KIMAN AYLLU,ASOCIACION,ACTIVO,HABIDO,ANCASH,HUAYLAS,YURACMARCA,,,,2026-09-20T01:43:21.108Z
20534142146,ASOCIACION DE PRODUCTORES Y COMERCIANTES DE TARA DE PUCHKA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,ANCASH,HUARAZ,HUARAZ,,,,2026-09-20T01:43:21.108Z
20534200952,ASOCIACION DE GANADEROS Y PRODUCTORES LACTEOS MUSUQ ALLPACHAKA,ASOCIACION,ACTIVO,HABIDO,AYACUCHO,HUAMANGA,CHIARA,969800976,MENESES_1703@HOTMAIL.COM,S0663846,2026-09-20T01:43:21.108Z
20534487801,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES EMPRENDEDORES DE PUYUSCA - INCUYO,ASOCIACION,ACTIVO,HABIDO,AYACUCHO,PARINACOCHAS,PUYUSCA,961627761,carlos.camus@caritas.org.pe,S0717137,2026-09-20T01:43:21.108Z
20534524774,COOPERATIVA AGRARIA TROPICAL ECOLOGICA DE KIMBIRI,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CUSCO,LA CONVENCION,KIMBIRI,,,,2026-09-20T01:43:21.108Z
20534560223,ASOCIACION DE PRODUCTORES AGROPECUARIOS TECNIFICADOS Y MULTISERVICIOS ARIZONA - APROATECMA,ASOCIACION,BAJA DE OFICIO,HABIDO,AYACUCHO,HUAMANGA,VINCHOS,,,,2026-09-20T01:43:21.108Z
20534598620,ASOCIACION DE PRODUCTORES AGROPECUARIOS ORGANICOS DE OMAYA,ASOCIACION,BAJA DE OFICIO,NO HABIDO,CUSCO,LA CONVENCION,PICHARI,981620580,ing.ciromar@hotmail.com,S0740404,2026-09-20T01:43:21.108Z
20534847352,COOPERATIVA AGRARIA DE PRODUCTORES ORGANICOS DE LA SIERRA,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,AYACUCHO,HUAMANGA,AYACUCHO,,,,2026-09-20T01:43:21.108Z
20535132047,COMUNIDAD INDIGENA DE CCARHUANCHO,"COMUNIDAD CAMPESINA, NATIVA",ACTIVO,HABIDO,HUANCAVELICA,HUAYTARA,PILPICHACA,,,,2026-09-20T01:43:21.108Z
20539205600,ASOCIACION DE PRODUCTORES Y EXPORTADORES DE CAFE RODRIGUEZ DE MENDOZA,ASOCIACION,ACTIVO,HABIDO,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,,,,2026-09-20T01:43:21.108Z
20539241665,ASOCIACION DE PRODUCTORES DE CAFES ORGANICOS Y CAFES ESPECIALES DE AMAZONAS,ASOCIACION,ACTIVO,HABIDO,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,,,,2026-09-20T01:43:21.108Z
20539280644,ASOCIACION DE PEQUEÑOS AGRICULTORES PARA LA PRODUCCION ECOLOGICA SAN MATEO DE PENACHI,ASOCIACION,BAJA DE OFICIO,HABIDO,LAMBAYEQUE,CHICLAYO,CHICLAYO,,,,2026-09-20T01:43:21.108Z
20539422881,COOPERATIVA DE SERVICIOS ESPECIALES ALPAQUEROS LOS WATAY PONCHOS DE CAYLLOMA - COSECAY,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,AREQUIPA,CAYLLOMA,CAYLLOMA,,,,2026-09-20T01:43:21.108Z
20539619595,ASOCIACION DE PRODUCTORES AGROPECUARIOS CORPAM,ASOCIACION,BAJA PROV. POR OFICIO,HABIDO,AREQUIPA,CASTILLA,PAMPACOLCA,,,,2026-09-20T01:43:21.108Z
20539644603,ASOCIACION DE PRODUCTORES PARA LA AGROEXPORTACION DE PUQUINA,ASOCIACION,BAJA PROV. POR OFICIO,HABIDO,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,,,,2026-09-20T01:43:21.108Z
20541732706,SERVICIO PARA EL DESARROLLO INTEGRAL RURAL,ASOCIACION,ACTIVO,HABIDO,ANCASH,SANTA,MORO,,,S2474132,2026-09-20T01:43:21.108Z
20542209951,COOPERATIVA AGRARIA VALLE GRANDE,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,SAN MARTIN,MOYOBAMBA,SORITOR,,,,2026-09-20T01:43:21.108Z
20542242222,COOPERATIVA AGROINDUSTRIAL DE CITRICULTORES - JUANJUI LTDA.,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,SAN MARTIN,MARISCAL CACERES,JUANJUI,,,,2026-09-20T01:43:21.108Z
20542251990,ASOCIACION DE MUJERES EMPRENDEDORAS DE NUEVO PROGRESO,ASOCIACION,ACTIVO,HABIDO,SAN MARTIN,TOCACHE,NUEVO PROGRESO,,,S0824999,2026-09-20T01:43:21.108Z
20542257416,EMPRESA INDUSTRIAL ORO VERDE SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,SAN MARTIN,LAMAS,LAMAS,,,,2026-09-20T01:43:21.108Z
20542264544,COOPERATIVA AGRARIA VALLE DEL BIAVO LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,SAN MARTIN,BELLAVISTA,BELLAVISTA,,,,2026-09-20T01:43:21.108Z
20542289024,CUENCAS DEL HUALLAGA ASOCIACION DE PRODUCTORES AGROPECUARIOS,ASOCIACION,ACTIVO,HABIDO,SAN MARTIN,MARISCAL CACERES,JUANJUI,,,,2026-09-20T01:43:21.108Z
20542299330,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SHUCUSHYACU FLOR DE CACAO,ASOCIACION,ACTIVO,HABIDO,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,,,,2026-09-20T01:43:21.108Z
20542311569,COOPERATIVA AGRARIA ACHUAR SHAKAIM LTDA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,LORETO,DATEM DEL MARAÑON,BARRANCA,,,,2026-09-20T01:43:21.108Z
20542380455,COOPERATIVA AGRARIA ECOFOREST,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CAJAMARCA,JAEN,JAEN,,,,2026-09-20T01:43:21.108Z
20542482886,COOPERATIVA AGROINDUSTRIAL APCCA,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,,,,2026-09-20T01:43:21.108Z
20542594251,ASOCIACION DE PRODUCTORES SIERRA MORENA DE SANTA ANA DE PUCUNAN - HERMANOS SANCHEZ C.,ASOCIACION,BAJA DE OFICIO,HABIDO,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,,,,2026-09-20T01:43:21.108Z
20542617480,BIOINDUSTRIAS LACTEAS ESTRELLITA & BELEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,BAJA DE OFICIO,HABIDO,PUNO,LAMPA,CALAPUJA,,,,2026-09-20T01:43:21.108Z
20542813742,ASOCIACION COMUNIDAD AGRARIA ARCA PACAHUARA,ASOCIACION,BAJA DE OFICIO,HABIDO,MADRE DE DIOS,TAHUAMANU,IBERIA,982986002,meesgo3008@yahoo.com.co,S0761487,2026-09-20T01:43:21.108Z
20542817225,ASOCIACION DE CASTAÑEROS DE ALEGRIA - ASCA,ASOCIACION,BAJA DE OFICIO,HABIDO,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,,,,2026-09-20T01:43:21.108Z
20542825163,COOPERATIVA AGRARIA CACAO FINO AGROBOSQUE,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,INAMBARI,959329872,cooperativagrobosque@gmail.com,S1629618,2026-09-20T01:43:21.108Z
20542827298,ASOCIACION DE AGRICULTORES AGROPECUARIOS DE LA COMUNIDAD EL PROGRESO,ASOCIACION,ACTIVO,HABIDO,MADRE DE DIOS,TAMBOPATA,INAMBARI,,,,2026-09-20T01:43:21.108Z
20558183552,COOPERATIVA AGRARIA DE SERVICIOS ALPAQUEROS YURAC QORI TISCO - COOPASAY TISCO,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,AREQUIPA,CAYLLOMA,TISCO,957843835,sassy0206@gmail.com,S2346500,2026-09-20T01:43:21.108Z
20559290336,CORPORACION ASOCIATIVA LA JOYA,ASOCIACION,BAJA PROV. POR OFICIO,HABIDO,AREQUIPA,AREQUIPA,LA JOYA,,,,2026-09-20T01:43:21.108Z
20561140091,COOPERATIVA AGRARIA ECOLOGICA CAFETALERA DE LONYA GRANDE,"COOPERATIVAS, SAIS, CAPS",SUSPENSION TEMPORAL,HABIDO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,,,S1739327,2026-09-20T01:43:21.108Z
20563823641,ASOCIACION PERUANA DE PRODUCTORES DE ALPACAS Y LLAMAS SPAR - DISTRITAL DE PALLPATA,ASOCIACION,BAJA DE OFICIO,HABIDO,CUSCO,ESPINAR,PALLPATA,,,,2026-09-20T01:43:21.108Z
20563994453,COOPERATIVA AGRARIA ADIANES DE PHINAYA CUSCO - PERU,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,CUSCO,CANCHIS,PITUMARCA,,,,2026-09-20T01:43:21.108Z
20564032485,ASOCIACION DE PRODUCTORES ECOLOGICOS DE CACAO MEDIO URUBAMBA - IVOCHOTE,ASOCIACION,ACTIVO,HABIDO,CUSCO,LA CONVENCION,ECHARATE,,,,2026-09-20T01:43:21.108Z
20564152031,ASOCIACION DE ARTESANOS TRES ALPAQUITAS H&F,ASOCIACION,ACTIVO,HABIDO,CUSCO,QUISPICANCHI,MARCAPATA,,,,2026-09-20T01:43:21.108Z
20564218589,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS MI CULLAHUATA - VELILLE,ASOCIACION,BAJA DE OFICIO,HABIDO,CUSCO,CHUMBIVILCAS,VELILLE,,,,2026-09-20T01:43:21.108Z
20567261523,ORGANIZACION DE MANEJO DE RECURSOS NATURALES BUENOS AIRES,ASOCIACION,ACTIVO,HABIDO,LORETO,MAYNAS,IQUITOS,,,,2026-09-20T01:43:21.108Z
20568071281,COOPERATIVA AGRARIA CAFETALERA CEPRO YANESHA,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,PASCO,OXAPAMPA,VILLA RICA,063465073,cepro-yanesha@hotmail.com,S1508539,2026-09-20T01:43:21.108Z
20568080948,CONSEJO REGULADOR DE LA DENOMINACION DE ORIGEN CAFE VILLA RICA - C.R.D.O. CAFE VILLA RICA,ASOCIACION,ACTIVO,HABIDO,PASCO,OXAPAMPA,VILLA RICA,,,,2026-09-20T01:43:21.108Z
20568190450,COOPERATIVA AGRARIA KEMITO ENE LTDA. - KEMITO ENE,"COOPERATIVAS, SAIS, CAPS",ACTIVO,HABIDO,JUNIN,SATIPO,SATIPO,064545670,ASHANINKARIOENE@YAHOO.ES,S1041022,2026-09-20T01:43:21.108Z
20568194951,ASOCIACION DE PRODUCTORES AGROSOSTENIBLES VILLA ECOLOGICA PERU,ASOCIACION,ACTIVO,HABIDO,JUNIN,SATIPO,PANGOA,64 634079,apsosgerente@gmail.com,S1433366,2026-09-20T01:43:21.108Z
20568228368,ASOCIACION DE PRODUCTORES LACTEOS VIDA ABUNDANTE INGENIO,ASOCIACION,ACTIVO,HABIDO,JUNIN,HUANCAYO,INGENIO,,,,2026-09-20T01:43:21.108Z
20568230001,CORPORACION AGROPECUARIA YANACHAGA CHEMILLEN DE OXAPAMPA - CAYCOXA,ASOCIACION,ACTIVO,HABIDO,PASCO,OXAPAMPA,OXAPAMPA,,,,2026-09-20T01:43:21.108Z
20568236034,RED DE ASOCIACIONES DE MUJERES PRODUCTORAS Y EMPRENDENDORAS DE LA PROVINCIA DE JAUJA,ASOCIACION,ACTIVO,HABIDO,JUNIN,JAUJA,ATAURA,,,,2026-09-20T01:43:21.108Z
20568246188,ASOCIACION DE PRODUCTORES AGROPECUARIOS BOJACI DEL DISTRITO DE SINCOS - A.P.A. BOJACI - SINCOS,ASOCIACION,BAJA PROV. POR OFICIO,HABIDO,JUNIN,JAUJA,SINCOS,977794795,JOSYVAMANCAS@GMAIL.COM,S1214779,2026-09-20T01:43:21.108Z
20568257899,ASOCIACION DE PRODUCTORES AGROPECUARIOS FORESTAL Y ECOLOGICO WANKA SUR,ASOCIACION,ACTIVO,HABIDO,JUNIN,HUANCAYO,SAPALLANGA,,,,2026-09-20T01:43:21.108Z
